Area,Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,years_since_1990,rain_temp_interaction,pesticides_per_rainfall,avg_temp_squared
Egypt,Soybeans,33601.0,51.0,9527.0,21.74,18,1108.74,186.80391790580555,472.6275999999999
Egypt,Soybeans,33601.0,51.0,9527.0,22.64,18,1154.64,186.80391790580555,512.5696
Egypt,Sweet potatoes,276425.0,51.0,9527.0,21.74,18,1108.74,186.80391790580555,472.6275999999999
Egypt,Sweet potatoes,276425.0,51.0,9527.0,22.64,18,1154.64,186.80391790580555,512.5696
Egypt,Wheat,65031.0,51.0,9527.0,21.74,18,1108.74,186.80391790580555,472.6275999999999
Egypt,Wheat,65031.0,51.0,9527.0,22.64,18,1154.64,186.80391790580555,512.5696
Egypt,Maize,78184.0,51.0,9013.0,21.67,19,1105.17,176.72548673087283,469.5889000000001
Egypt,Maize,78184.0,51.0,9013.0,22.63,19,1154.1299999999999,176.72548673087283,512.1169
Egypt,Potatoes,264241.0,51.0,9013.0,21.67,19,1105.17,176.72548673087283,469.5889000000001
Egypt,Potatoes,264241.0,51.0,9013.0,22.63,19,1154.1299999999999,176.72548673087283,512.1169
Egypt,Rice,95930.0,51.0,9013.0,21.67,19,1105.17,176.72548673087283,469.5889000000001
Egypt,Rice,95930.0,51.0,9013.0,22.63,19,1154.1299999999999,176.72548673087283,512.1169
Egypt,Sorghum,55287.0,51.0,9013.0,21.67,19,1105.17,176.72548673087283,469.5889000000001
Egypt,Sorghum,55287.0,51.0,9013.0,22.63,19,1154.1299999999999,176.72548673087283,512.1169
Egypt,Soybeans,31252.0,51.0,9013.0,21.67,19,1105.17,176.72548673087283,469.5889000000001
Egypt,Soybeans,31252.0,51.0,9013.0,22.63,19,1154.1299999999999,176.72548673087283,512.1169
Egypt,Sweet potatoes,285425.0,51.0,9013.0,21.67,19,1105.17,176.72548673087283,469.5889000000001
Egypt,Sweet potatoes,285425.0,51.0,9013.0,22.63,19,1154.1299999999999,176.72548673087283,512.1169
Egypt,Wheat,63829.0,51.0,9013.0,21.67,19,1105.17,176.72548673087283,469.5889000000001
Egypt,Wheat,63829.0,51.0,9013.0,22.63,19,1154.1299999999999,176.72548673087283,512.1169
Egypt,Maize,72700.0,51.0,11590.0,22.46,20,1145.46,227.25489750480594,504.45160000000004
Egypt,Maize,72700.0,51.0,11590.0,23.72,20,1209.72,227.25489750480594,562.6383999999999
Egypt,Potatoes,259211.0,51.0,11590.0,22.46,20,1145.46,227.25489750480594,504.45160000000004
Egypt,Potatoes,259211.0,51.0,11590.0,23.72,20,1209.72,227.25489750480594,562.6383999999999
Egypt,Rice,94217.0,51.0,11590.0,22.46,20,1145.46,227.25489750480594,504.45160000000004
Egypt,Rice,94217.0,51.0,11590.0,23.72,20,1209.72,227.25489750480594,562.6383999999999
Egypt,Sorghum,50060.0,51.0,11590.0,22.46,20,1145.46,227.25489750480594,504.45160000000004
Egypt,Sorghum,50060.0,51.0,11590.0,23.72,20,1209.72,227.25489750480594,562.6383999999999
Egypt,Soybeans,28453.0,51.0,11590.0,22.46,20,1145.46,227.25489750480594,504.45160000000004
Egypt,Soybeans,28453.0,51.0,11590.0,23.72,20,1209.72,227.25489750480594,562.6383999999999
Egypt,Sweet potatoes,306078.0,51.0,11590.0,22.46,20,1145.46,227.25489750480594,504.45160000000004
Egypt,Sweet potatoes,306078.0,51.0,11590.0,23.72,20,1209.72,227.25489750480594,562.6383999999999
Egypt,Wheat,55741.0,51.0,11590.0,22.46,20,1145.46,227.25489750480594,504.45160000000004
Egypt,Wheat,55741.0,51.0,11590.0,23.72,20,1209.72,227.25489750480594,562.6383999999999
Egypt,Maize,77409.0,51.0,12945.0,21.18,21,1080.18,253.82352443483288,448.5924
Egypt,Maize,77409.0,51.0,12945.0,21.99,21,1121.49,253.82352443483288,483.5600999999999
Egypt,Potatoes,264311.0,51.0,12945.0,21.18,21,1080.18,253.82352443483288,448.5924
Egypt,Potatoes,264311.0,51.0,12945.0,21.99,21,1121.49,253.82352443483288,483.5600999999999
Egypt,Rice,95670.0,51.0,12945.0,21.18,21,1080.18,253.82352443483288,448.5924
Egypt,Rice,95670.0,51.0,12945.0,21.99,21,1121.49,253.82352443483288,483.5600999999999
Egypt,Sorghum,53457.0,51.0,12945.0,21.18,21,1080.18,253.82352443483288,448.5924
Egypt,Sorghum,53457.0,51.0,12945.0,21.99,21,1121.49,253.82352443483288,483.5600999999999
Egypt,Soybeans,31195.0,51.0,12945.0,21.18,21,1080.18,253.82352443483288,448.5924
Egypt,Soybeans,31195.0,51.0,12945.0,21.99,21,1121.49,253.82352443483288,483.5600999999999
Egypt,Sweet potatoes,318249.0,51.0,12945.0,21.18,21,1080.18,253.82352443483288,448.5924
Egypt,Sweet potatoes,318249.0,51.0,12945.0,21.99,21,1121.49,253.82352443483288,483.5600999999999
Egypt,Wheat,65428.0,51.0,12945.0,21.18,21,1080.18,253.82352443483288,448.5924
Egypt,Wheat,65428.0,51.0,12945.0,21.99,21,1121.49,253.82352443483288,483.5600999999999
Egypt,Maize,77723.0,51.0,13991.0,21.55,22,1099.05,274.3333279542485,464.40250000000003
Egypt,Maize,77723.0,51.0,13991.0,22.48,22,1146.48,274.3333279542485,505.35040000000004
Egypt,Potatoes,268531.0,51.0,13991.0,21.55,22,1099.05,274.3333279542485,464.40250000000003
Egypt,Potatoes,268531.0,51.0,13991.0,22.48,22,1146.48,274.3333279542485,505.35040000000004
Egypt,Rice,95296.0,51.0,13991.0,21.55,22,1099.05,274.3333279542485,464.40250000000003
Egypt,Rice,95296.0,51.0,13991.0,22.48,22,1146.48,274.3333279542485,505.35040000000004
Egypt,Sorghum,53034.0,51.0,13991.0,21.55,22,1099.05,274.3333279542485,464.40250000000003
Egypt,Sorghum,53034.0,51.0,13991.0,22.48,22,1146.48,274.3333279542485,505.35040000000004
Egypt,Soybeans,36186.0,51.0,13991.0,21.55,22,1099.05,274.3333279542485,464.40250000000003
Egypt,Soybeans,36186.0,51.0,13991.0,22.48,22,1146.48,274.3333279542485,505.35040000000004
Egypt,Sweet potatoes,323485.0,51.0,13991.0,21.55,22,1099.05,274.3333279542485,464.40250000000003
Egypt,Sweet potatoes,323485.0,51.0,13991.0,22.48,22,1146.48,274.3333279542485,505.35040000000004
Egypt,Wheat,65823.0,51.0,13991.0,21.55,22,1099.05,274.3333279542485,464.40250000000003
Egypt,Wheat,65823.0,51.0,13991.0,22.48,22,1146.48,274.3333279542485,505.35040000000004
Egypt,Maize,77223.0,51.0,13653.0,21.44,23,1093.44,267.70587710380636,459.6736000000001
Egypt,Maize,77223.0,51.0,13653.0,22.91,23,1168.41,267.70587710380636,524.8681
Egypt,Potatoes,266276.0,51.0,13653.0,21.44,23,1093.44,267.70587710380636,459.6736000000001
Egypt,Potatoes,266276.0,51.0,13653.0,22.91,23,1168.41,267.70587710380636,524.8681
Egypt,Rice,95865.0,51.0,13653.0,21.44,23,1093.44,267.70587710380636,459.6736000000001
Egypt,Rice,95865.0,51.0,13653.0,22.91,23,1168.41,267.70587710380636,524.8681
Egypt,Sorghum,53777.0,51.0,13653.0,21.44,23,1093.44,267.70587710380636,459.6736000000001
Egypt,Sorghum,53777.0,51.0,13653.0,22.91,23,1168.41,267.70587710380636,524.8681
Egypt,Soybeans,34767.0,51.0,13653.0,21.44,23,1093.44,267.70587710380636,459.6736000000001
Egypt,Soybeans,34767.0,51.0,13653.0,22.91,23,1168.41,267.70587710380636,524.8681
Egypt,Sweet potatoes,336781.0,51.0,13653.0,21.44,23,1093.44,267.70587710380636,459.6736000000001
Egypt,Sweet potatoes,336781.0,51.0,13653.0,22.91,23,1168.41,267.70587710380636,524.8681
Egypt,Wheat,66682.0,51.0,13653.0,21.44,23,1093.44,267.70587710380636,459.6736000000001
Egypt,Wheat,66682.0,51.0,13653.0,22.91,23,1168.41,267.70587710380636,524.8681
El Salvador,Cassava,158889.0,1784.0,2524.0,26.06,0,46491.04,1.4147982054849786,679.1235999999999
El Salvador,Maize,21383.0,1784.0,2524.0,26.06,0,46491.04,1.4147982054849786,679.1235999999999
El Salvador,Plantains,111714.0,1784.0,2524.0,26.06,0,46491.04,1.4147982054849786,679.1235999999999
El Salvador,Potatoes,140000.0,1784.0,2524.0,26.06,0,46491.04,1.4147982054849786,679.1235999999999
El Salvador,Rice,43271.0,1784.0,2524.0,26.06,0,46491.04,1.4147982054849786,679.1235999999999
El Salvador,Sorghum,12423.0,1784.0,2524.0,26.06,0,46491.04,1.4147982054849786,679.1235999999999
El Salvador,Soybeans,20000.0,1784.0,2524.0,26.06,0,46491.04,1.4147982054849786,679.1235999999999
El Salvador,Sweet potatoes,64286.0,1784.0,2524.0,26.06,0,46491.04,1.4147982054849786,679.1235999999999
El Salvador,Cassava,152762.0,1784.0,4096.0,26.08,1,46526.719999999994,2.2959641242735627,680.1664
El Salvador,Maize,16448.0,1784.0,4096.0,26.08,1,46526.719999999994,2.2959641242735627,680.1664
El Salvador,Plantains,111786.0,1784.0,4096.0,26.08,1,46526.719999999994,2.2959641242735627,680.1664
El Salvador,Potatoes,144231.0,1784.0,4096.0,26.08,1,46526.719999999994,2.2959641242735627,680.1664
El Salvador,Rice,37669.0,1784.0,4096.0,26.08,1,46526.719999999994,2.2959641242735627,680.1664
El Salvador,Sorghum,13228.0,1784.0,4096.0,26.08,1,46526.719999999994,2.2959641242735627,680.1664
El Salvador,Soybeans,20000.0,1784.0,4096.0,26.08,1,46526.719999999994,2.2959641242735627,680.1664
El Salvador,Sweet potatoes,62941.0,1784.0,4096.0,26.08,1,46526.719999999994,2.2959641242735627,680.1664
El Salvador,Cassava,172692.0,1784.0,3940.77,26.22,2,46776.479999999996,2.2089517924837714,687.4884
El Salvador,Maize,21989.0,1784.0,3940.77,26.22,2,46776.479999999996,2.2089517924837714,687.4884
El Salvador,Plantains,109740.0,1784.0,3940.77,26.22,2,46776.479999999996,2.2089517924837714,687.4884
El Salvador,Potatoes,144444.0,1784.0,3940.77,26.22,2,46776.479999999996,2.2089517924837714,687.4884
El Salvador,Rice,43561.0,1784.0,3940.77,26.22,2,46776.479999999996,2.2089517924837714,687.4884
El Salvador,Sorghum,14383.0,1784.0,3940.77,26.22,2,46776.479999999996,2.2089517924837714,687.4884
El Salvador,Soybeans,26857.0,1784.0,3940.77,26.22,2,46776.479999999996,2.2089517924837714,687.4884
El Salvador,Sweet potatoes,61333.0,1784.0,3940.77,26.22,2,46776.479999999996,2.2089517924837714,687.4884
El Salvador,Cassava,200000.0,1784.0,3785.54,26.12,3,46598.08,2.12193946069398,682.2544
El Salvador,Maize,20482.0,1784.0,3785.54,26.12,3,46598.08,2.12193946069398,682.2544
El Salvador,Plantains,106557.0,1784.0,3785.54,26.12,3,46598.08,2.12193946069398,682.2544
El Salvador,Potatoes,141509.0,1784.0,3785.54,26.12,3,46598.08,2.12193946069398,682.2544
El Salvador,Rice,47076.0,1784.0,3785.54,26.12,3,46598.08,2.12193946069398,682.2544
El Salvador,Sorghum,15254.0,1784.0,3785.54,26.12,3,46598.08,2.12193946069398,682.2544
El Salvador,Soybeans,27143.0,1784.0,3785.54,26.12,3,46598.08,2.12193946069398,682.2544
El Salvador,Sweet potatoes,64000.0,1784.0,3785.54,26.12,3,46598.08,2.12193946069398,682.2544
El Salvador,Cassava,201298.0,1784.0,3630.31,26.33,4,46972.719999999994,2.034927128904189,693.2688999999999
El Salvador,Maize,15245.0,1784.0,3630.31,26.33,4,46972.719999999994,2.034927128904189,693.2688999999999
El Salvador,Plantains,97402.0,1784.0,3630.31,26.33,4,46972.719999999994,2.034927128904189,693.2688999999999
El Salvador,Potatoes,140741.0,1784.0,3630.31,26.33,4,46972.719999999994,2.034927128904189,693.2688999999999
El Salvador,Rice,43353.0,1784.0,3630.31,26.33,4,46972.719999999994,2.034927128904189,693.2688999999999
El Salvador,Sorghum,14961.0,1784.0,3630.31,26.33,4,46972.719999999994,2.034927128904189,693.2688999999999
El Salvador,Soybeans,25000.0,1784.0,3630.31,26.33,4,46972.719999999994,2.034927128904189,693.2688999999999
El Salvador,Sweet potatoes,61250.0,1784.0,3630.31,26.33,4,46972.719999999994,2.034927128904189,693.2688999999999
El Salvador,Cassava,160232.0,1784.0,3475.08,26.05,5,46473.200000000004,1.9479147971143973,678.6025000000001
El Salvador,Maize,21972.0,1784.0,3475.08,26.05,5,46473.200000000004,1.9479147971143973,678.6025000000001
El Salvador,Plantains,119791.0,1784.0,3475.08,26.05,5,46473.200000000004,1.9479147971143973,678.6025000000001
El Salvador,Potatoes,140000.0,1784.0,3475.08,26.05,5,46473.200000000004,1.9479147971143973,678.6025000000001
El Salvador,Rice,53291.0,1784.0,3475.08,26.05,5,46473.200000000004,1.9479147971143973,678.6025000000001
El Salvador,Sorghum,14970.0,1784.0,3475.08,26.05,5,46473.200000000004,1.9479147971143973,678.6025000000001
El Salvador,Soybeans,23333.0,1784.0,3475.08,26.05,5,46473.200000000004,1.9479147971143973,678.6025000000001
El Salvador,Sweet potatoes,62500.0,1784.0,3475.08,26.05,5,46473.200000000004,1.9479147971143973,678.6025000000001
El Salvador,Cassava,158831.0,1784.0,3319.85,25.77,6,45973.68,1.860902465324606,664.0929
El Salvador,Maize,22572.0,1784.0,3319.85,25.77,6,45973.68,1.860902465324606,664.0929
El Salvador,Plantains,64137.0,1784.0,3319.85,25.77,6,45973.68,1.860902465324606,664.0929
El Salvador,Potatoes,157368.0,1784.0,3319.85,25.77,6,45973.68,1.860902465324606,664.0929
El Salvador,Rice,51627.0,1784.0,3319.85,25.77,6,45973.68,1.860902465324606,664.0929
El Salvador,Sorghum,15242.0,1784.0,3319.85,25.77,6,45973.68,1.860902465324606,664.0929
El Salvador,Soybeans,23333.0,1784.0,3319.85,25.77,6,45973.68,1.860902465324606,664.0929
El Salvador,Sweet potatoes,62845.0,1784.0,3319.85,25.77,6,45973.68,1.860902465324606,664.0929
El Salvador,Cassava,131429.0,1784.0,3164.62,26.48,7,47240.32,1.7738901335348147,701.1904000000001
El Salvador,Maize,16582.0,1784.0,3164.62,26.48,7,47240.32,1.7738901335348147,701.1904000000001
El Salvador,Plantains,126495.0,1784.0,3164.62,26.48,7,47240.32,1.7738901335348147,701.1904000000001
El Salvador,Potatoes,139286.0,1784.0,3164.62,26.48,7,47240.32,1.7738901335348147,701.1904000000001
El Salvador,Rice,44419.0,1784.0,3164.62,26.48,7,47240.32,1.7738901335348147,701.1904000000001
El Salvador,Sorghum,16050.0,1784.0,3164.62,26.48,7,47240.32,1.7738901335348147,701.1904000000001
El Salvador,Soybeans,24444.0,1784.0,3164.62,26.48,7,47240.32,1.7738901335348147,701.1904000000001
El Salvador,Sweet potatoes,62976.0,1784.0,3164.62,26.48,7,47240.32,1.7738901335348147,701.1904000000001
El Salvador,Cassava,131429.0,1784.0,3009.39,26.48,8,47240.32,1.6868778017450234,701.1904000000001
El Salvador,Maize,19062.0,1784.0,3009.39,26.48,8,47240.32,1.6868778017450234,701.1904000000001
El Salvador,Plantains,147857.0,1784.0,3009.39,26.48,8,47240.32,1.6868778017450234,701.1904000000001
El Salvador,Potatoes,215536.0,1784.0,3009.39,26.48,8,47240.32,1.6868778017450234,701.1904000000001
El Salvador,Rice,49760.0,1784.0,3009.39,26.48,8,47240.32,1.6868778017450234,701.1904000000001
El Salvador,Sorghum,15421.0,1784.0,3009.39,26.48,8,47240.32,1.6868778017450234,701.1904000000001
El Salvador,Soybeans,24000.0,1784.0,3009.39,26.48,8,47240.32,1.6868778017450234,701.1904000000001
El Salvador,Sweet potatoes,64706.0,1784.0,3009.39,26.48,8,47240.32,1.6868778017450234,701.1904000000001
El Salvador,Cassava,124202.0,1784.0,2854.16,25.67,9,45795.280000000006,1.5998654699552322,658.9489000000001
El Salvador,Maize,25047.0,1784.0,2854.16,25.67,9,45795.280000000006,1.5998654699552322,658.9489000000001
El Salvador,Plantains,134056.0,1784.0,2854.16,25.67,9,45795.280000000006,1.5998654699552322,658.9489000000001
El Salvador,Potatoes,210286.0,1784.0,2854.16,25.67,9,45795.280000000006,1.5998654699552322,658.9489000000001
El Salvador,Rice,52531.0,1784.0,2854.16,25.67,9,45795.280000000006,1.5998654699552322,658.9489000000001
El Salvador,Sorghum,13111.0,1784.0,2854.16,25.67,9,45795.280000000006,1.5998654699552322,658.9489000000001
El Salvador,Soybeans,24000.0,1784.0,2854.16,25.67,9,45795.280000000006,1.5998654699552322,658.9489000000001
El Salvador,Sweet potatoes,63112.0,1784.0,2854.16,25.67,9,45795.280000000006,1.5998654699552322,658.9489000000001
El Salvador,Cassava,123479.0,1784.0,2698.93,25.78,10,45991.520000000004,1.5128531381654409,664.6084000000001
El Salvador,Maize,22475.0,1784.0,2698.93,25.78,10,45991.520000000004,1.5128531381654409,664.6084000000001
El Salvador,Plantains,312986.0,1784.0,2698.93,25.78,10,45991.520000000004,1.5128531381654409,664.6084000000001
El Salvador,Potatoes,231200.0,1784.0,2698.93,25.78,10,45991.520000000004,1.5128531381654409,664.6084000000001
El Salvador,Rice,57884.0,1784.0,2698.93,25.78,10,45991.520000000004,1.5128531381654409,664.6084000000001
El Salvador,Sorghum,15855.0,1784.0,2698.93,25.78,10,45991.520000000004,1.5128531381654409,664.6084000000001
El Salvador,Soybeans,22727.0,1784.0,2698.93,25.78,10,45991.520000000004,1.5128531381654409,664.6084000000001
El Salvador,Sweet potatoes,63105.0,1784.0,2698.93,25.78,10,45991.520000000004,1.5128531381654409,664.6084000000001
El Salvador,Cassava,124794.0,1784.0,2543.7,25.92,11,46241.280000000006,1.4258408063756496,671.8464000000001
El Salvador,Maize,19431.0,1784.0,2543.7,25.92,11,46241.280000000006,1.4258408063756496,671.8464000000001
El Salvador,Plantains,311689.0,1784.0,2543.7,25.92,11,46241.280000000006,1.4258408063756496,671.8464000000001
El Salvador,Potatoes,229878.0,1784.0,2543.7,25.92,11,46241.280000000006,1.4258408063756496,671.8464000000001
El Salvador,Rice,60284.0,1784.0,2543.7,25.92,11,46241.280000000006,1.4258408063756496,671.8464000000001
El Salvador,Sorghum,15445.0,1784.0,2543.7,25.92,11,46241.280000000006,1.4258408063756496,671.8464000000001
El Salvador,Soybeans,22241.0,1784.0,2543.7,25.92,11,46241.280000000006,1.4258408063756496,671.8464000000001
El Salvador,Sweet potatoes,62931.0,1784.0,2543.7,25.92,11,46241.280000000006,1.4258408063756496,671.8464000000001
El Salvador,Cassava,128120.0,1784.0,2388.47,26.12,12,46598.08,1.3388284745858583,682.2544
El Salvador,Maize,26041.0,1784.0,2388.47,26.12,12,46598.08,1.3388284745858583,682.2544
El Salvador,Plantains,311690.0,1784.0,2388.47,26.12,12,46598.08,1.3388284745858583,682.2544
El Salvador,Potatoes,236013.0,1784.0,2388.47,26.12,12,46598.08,1.3388284745858583,682.2544
El Salvador,Rice,59384.0,1784.0,2388.47,26.12,12,46598.08,1.3388284745858583,682.2544
El Salvador,Sorghum,18428.0,1784.0,2388.47,26.12,12,46598.08,1.3388284745858583,682.2544
El Salvador,Soybeans,21732.0,1784.0,2388.47,26.12,12,46598.08,1.3388284745858583,682.2544
El Salvador,Sweet potatoes,62852.0,1784.0,2388.47,26.12,12,46598.08,1.3388284745858583,682.2544
El Salvador,Cassava,100819.0,1784.0,2078.01,26.2,14,46740.799999999996,1.164803811006276,686.4399999999999
El Salvador,Maize,27641.0,1784.0,2078.01,26.2,14,46740.799999999996,1.164803811006276,686.4399999999999
El Salvador,Plantains,312202.0,1784.0,2078.01,26.2,14,46740.799999999996,1.164803811006276,686.4399999999999
El Salvador,Potatoes,288786.0,1784.0,2078.01,26.2,14,46740.799999999996,1.164803811006276,686.4399999999999
El Salvador,Rice,66430.0,1784.0,2078.01,26.2,14,46740.799999999996,1.164803811006276,686.4399999999999
El Salvador,Sorghum,15999.0,1784.0,2078.01,26.2,14,46740.799999999996,1.164803811006276,686.4399999999999
El Salvador,Soybeans,20409.0,1784.0,2078.01,26.2,14,46740.799999999996,1.164803811006276,686.4399999999999
El Salvador,Sweet potatoes,62585.0,1784.0,2078.01,26.2,14,46740.799999999996,1.164803811006276,686.4399999999999
El Salvador,Cassava,125043.0,1784.0,1922.78,26.07,15,46508.88,1.0777914792164844,679.6449
El Salvador,Maize,29434.0,1784.0,1922.78,26.07,15,46508.88,1.0777914792164844,679.6449
El Salvador,Plantains,312125.0,1784.0,1922.78,26.07,15,46508.88,1.0777914792164844,679.6449
El Salvador,Potatoes,221220.0,1784.0,1922.78,26.07,15,46508.88,1.0777914792164844,679.6449
El Salvador,Rice,72118.0,1784.0,1922.78,26.07,15,46508.88,1.0777914792164844,679.6449
El Salvador,Sorghum,15859.0,1784.0,1922.78,26.07,15,46508.88,1.0777914792164844,679.6449
El Salvador,Soybeans,20768.0,1784.0,1922.78,26.07,15,46508.88,1.0777914792164844,679.6449
El Salvador,Sweet potatoes,62409.0,1784.0,1922.78,26.07,15,46508.88,1.0777914792164844,679.6449
El Salvador,Cassava,125016.0,1784.0,2265.72,26.14,16,46633.76,1.2700224208127675,683.2996
El Salvador,Maize,30794.0,1784.0,2265.72,26.14,16,46633.76,1.2700224208127675,683.2996
El Salvador,Plantains,311678.0,1784.0,2265.72,26.14,16,46633.76,1.2700224208127675,683.2996
El Salvador,Potatoes,220517.0,1784.0,2265.72,26.14,16,46633.76,1.2700224208127675,683.2996
El Salvador,Rice,73941.0,1784.0,2265.72,26.14,16,46633.76,1.2700224208127675,683.2996
El Salvador,Sorghum,18397.0,1784.0,2265.72,26.14,16,46633.76,1.2700224208127675,683.2996
El Salvador,Soybeans,20383.0,1784.0,2265.72,26.14,16,46633.76,1.2700224208127675,683.2996
El Salvador,Sweet potatoes,62251.0,1784.0,2265.72,26.14,16,46633.76,1.2700224208127675,683.2996
El Salvador,Cassava,128870.0,1784.0,1940.78,26.02,17,46419.68,1.0878811653094835,677.0404
El Salvador,Maize,29107.0,1784.0,1940.78,26.02,17,46419.68,1.0878811653094835,677.0404
El Salvador,Plantains,311711.0,1784.0,1940.78,26.02,17,46419.68,1.0878811653094835,677.0404
El Salvador,Potatoes,218481.0,1784.0,1940.78,26.02,17,46419.68,1.0878811653094835,677.0404
El Salvador,Rice,74651.0,1784.0,1940.78,26.02,17,46419.68,1.0878811653094835,677.0404
El Salvador,Sorghum,15307.0,1784.0,1940.78,26.02,17,46419.68,1.0878811653094835,677.0404
El Salvador,Soybeans,19348.0,1784.0,1940.78,26.02,17,46419.68,1.0878811653094835,677.0404
El Salvador,Sweet potatoes,63889.0,1784.0,1940.78,26.02,17,46419.68,1.0878811653094835,677.0404
El Salvador,Cassava,128900.0,1784.0,3899.48,25.71,18,45866.64,2.185807173662664,661.0041
El Salvador,Maize,33895.0,1784.0,3899.48,25.71,18,45866.64,2.185807173662664,661.0041
El Salvador,Plantains,311771.0,1784.0,3899.48,25.71,18,45866.64,2.185807173662664,661.0041
El Salvador,Potatoes,218555.0,1784.0,3899.48,25.71,18,45866.64,2.185807173662664,661.0041
El Salvador,Rice,79373.0,1784.0,3899.48,25.71,18,45866.64,2.185807173662664,661.0041
El Salvador,Sorghum,13899.0,1784.0,3899.48,25.71,18,45866.64,2.185807173662664,661.0041
El Salvador,Soybeans,19279.0,1784.0,3899.48,25.71,18,45866.64,2.185807173662664,661.0041
El Salvador,Sweet potatoes,61614.0,1784.0,3899.48,25.71,18,45866.64,2.185807173662664,661.0041
El Salvador,Cassava,125022.0,1784.0,3333.88,26.21,19,46758.64,1.8687668150959826,686.9641
El Salvador,Maize,30041.0,1784.0,3333.88,26.21,19,46758.64,1.8687668150959826,686.9641
El Salvador,Plantains,312073.0,1784.0,3333.88,26.21,19,46758.64,1.8687668150959826,686.9641
El Salvador,Potatoes,252417.0,1784.0,3333.88,26.21,19,46758.64,1.8687668150959826,686.9641
El Salvador,Rice,69016.0,1784.0,3333.88,26.21,19,46758.64,1.8687668150959826,686.9641
El Salvador,Sorghum,17133.0,1784.0,3333.88,26.21,19,46758.64,1.8687668150959826,686.9641
El Salvador,Soybeans,19172.0,1784.0,3333.88,26.21,19,46758.64,1.8687668150959826,686.9641
El Salvador,Sweet potatoes,61191.0,1784.0,3333.88,26.21,19,46758.64,1.8687668150959826,686.9641
El Salvador,Cassava,124843.0,1784.0,3598.59,25.96,20,46312.64,2.0171468598558593,673.9216
El Salvador,Maize,30253.0,1784.0,3598.59,25.96,20,46312.64,2.0171468598558593,673.9216
El Salvador,Plantains,221778.0,1784.0,3598.59,25.96,20,46312.64,2.0171468598558593,673.9216
El Salvador,Potatoes,252796.0,1784.0,3598.59,25.96,20,46312.64,2.0171468598558593,673.9216
El Salvador,Rice,70136.0,1784.0,3598.59,25.96,20,46312.64,2.0171468598558593,673.9216
El Salvador,Sorghum,17201.0,1784.0,3598.59,25.96,20,46312.64,2.0171468598558593,673.9216
El Salvador,Soybeans,18000.0,1784.0,3598.59,25.96,20,46312.64,2.0171468598558593,673.9216
El Salvador,Sweet potatoes,60767.0,1784.0,3598.59,25.96,20,46312.64,2.0171468598558593,673.9216
El Salvador,Cassava,145719.0,1784.0,3231.13,25.95,21,46294.799999999996,1.8111715236484465,673.4024999999999
El Salvador,Maize,28181.0,1784.0,3231.13,25.95,21,46294.799999999996,1.8111715236484465,673.4024999999999
El Salvador,Plantains,111171.0,1784.0,3231.13,25.95,21,46294.799999999996,1.8111715236484465,673.4024999999999
El Salvador,Potatoes,196316.0,1784.0,3231.13,25.95,21,46294.799999999996,1.8111715236484465,673.4024999999999
El Salvador,Rice,54783.0,1784.0,3231.13,25.95,21,46294.799999999996,1.8111715236484465,673.4024999999999
El Salvador,Sorghum,14534.0,1784.0,3231.13,25.95,21,46294.799999999996,1.8111715236484465,673.4024999999999
El Salvador,Soybeans,19222.0,1784.0,3231.13,25.95,21,46294.799999999996,1.8111715236484465,673.4024999999999
El Salvador,Sweet potatoes,60343.0,1784.0,3231.13,25.95,21,46294.799999999996,1.8111715236484465,673.4024999999999
El Salvador,Cassava,115775.0,1784.0,2595.16,26.04,22,46455.36,1.4546860978393013,678.0816
El Salvador,Maize,32580.0,1784.0,2595.16,26.04,22,46455.36,1.4546860978393013,678.0816
El Salvador,Plantains,143831.0,1784.0,2595.16,26.04,22,46455.36,1.4546860978393013,678.0816
El Salvador,Potatoes,295706.0,1784.0,2595.16,26.04,22,46455.36,1.4546860978393013,678.0816
El Salvador,Rice,63968.0,1784.0,2595.16,26.04,22,46455.36,1.4546860978393013,678.0816
El Salvador,Sorghum,13204.0,1784.0,2595.16,26.04,22,46455.36,1.4546860978393013,678.0816
El Salvador,Soybeans,19231.0,1784.0,2595.16,26.04,22,46455.36,1.4546860978393013,678.0816
El Salvador,Sweet potatoes,58333.0,1784.0,2595.16,26.04,22,46455.36,1.4546860978393013,678.0816
El Salvador,Cassava,154928.0,1784.0,6005.08,26.36,23,47026.24,3.366076231297042,694.8496
El Salvador,Maize,29461.0,1784.0,6005.08,26.36,23,47026.24,3.366076231297042,694.8496
El Salvador,Plantains,153680.0,1784.0,6005.08,26.36,23,47026.24,3.366076231297042,694.8496
El Salvador,Potatoes,426047.0,1784.0,6005.08,26.36,23,47026.24,3.366076231297042,694.8496
El Salvador,Rice,61615.0,1784.0,6005.08,26.36,23,47026.24,3.366076231297042,694.8496
El Salvador,Sorghum,16633.0,1784.0,6005.08,26.36,23,47026.24,3.366076231297042,694.8496
El Salvador,Soybeans,19231.0,1784.0,6005.08,26.36,23,47026.24,3.366076231297042,694.8496
El Salvador,Sweet potatoes,58333.0,1784.0,6005.08,26.36,23,47026.24,3.366076231297042,694.8496
Eritrea,Maize,2308.0,383.0,4.44,24.09,3,9226.47,0.011592689264771047,580.3281
Eritrea,Potatoes,82000.0,383.0,4.44,24.09,3,9226.47,0.011592689264771047,580.3281
